ActiveIngredient,SubmissionType,SubmissionNo,SubmissionStatus,SubmissionStatusDate,SubmissionsPublicNotes,ReviewPriority,brand_name,ATC_A,ATC_B,ATC_C,ATC_D,ATC_G,ATC_H,ATC_J,ATC_L,ATC_M,ATC_N,ATC_P,ATC_R,ATC_S,ATC_V,description,dates,company,condition,dates_clean,approval_date,generic_name,generic_name_fw
TIPIRACIL HYDROCHLORIDE; TRIFLURIDINE,ORIG,1,AP,2015-09-22T00:00:00Z,NA,STANDARD,lonsurf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lonsurf (tipiracil and trifluridine) is a thymidine phosphorylase inhibitor and nucleoside metabolic inhibitor combination indicated for the treatment of patients with previously treated metastatic colorectal cancer, and previously treated metastatic gastric or gastroesophageal junction adenocarcinoma.","September 22, 2015","Taiho Oncology, Inc.","Colorectal Cancer, Gastric Cancer","September 22, 2015",2015-09-22,tipiracil and trifluridine,tipiracil
LESINURAD,ORIG,1,AP,2015-12-22T00:00:00Z,NA,STANDARD,zurampic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Zurampic (lesinurad) is a URAT1 inhibitor indicated for the combination treatment of hyperuricemia associated with gout.,"December 22, 2015","Ironwood Pharmaceuticals, Inc.",Hyperuricemia Associated with Gout,"December 22, 2015",2015-12-22,lesinurad,lesinurad
MIDOSTAURIN,ORIG,2,AP,2017-04-28T00:00:00Z,NA,PRIORITY,rydapt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Rydapt (midostaurin) is an oral, multi-targeted kinase inhibitor for the treatment of acute myeloid leukemia (AML) in newly-diagnosed adults with an FMS-like tyrosine kinase-3 (FLT3) mutation, and for the treatment of advanced systemic mastocytosis (SM), which includes aggressive systemic mastocytosis (ASM), systemic mastocytosis with associated hematological neoplasm (SM-AHN) and mast cell leukemia.","April 28, 2017",Novartis,"Acute Myeloid Leukemia, Mastocytosis","April 28, 2017",2017-04-28,midostaurin,midostaurin
OBETICHOLIC ACID,ORIG,1,AP,2016-05-27T00:00:00Z,NA,PRIORITY,ocaliva,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ocaliva (obeticholic acid) is a first-in-class farnesoid X receptor (FXR) agonist for the treatment of primary biliary cholangitis.

","May 27, 2016","Intercept Pharmaceuticals, Inc.",Biliary Cirrhosis,"May 27, 2016",2016-05-27,obeticholic acid,obeticholic
NERATINIB MALEATE,ORIG,1,AP,2017-07-17T00:00:00Z,NA,STANDARD,nerlynx,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Nerlynx (neratinib) is a tyrosine kinase inhibitor for the extended adjuvant treatment of early-stage HER2-positive breast cancer.,"July 17, 2017","Puma Biotechnology, Inc.",Breast Cancer -- Adjuvant,"July 17, 2017",2017-07-17,neratinib,neratinib
FLUCICLOVINE F-18,ORIG,1,AP,2016-05-27T00:00:00Z,NA,PRIORITY,axumin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Axumin (fluciclovine F 18) a radioactive diagnostic agent indicated for positron emission
tomography (PET) imaging in men with suspected recurrent prostate cancer.","May 27, 2016","Blue Earth Diagnostics, Ltd.",Diagnostic,"May 27, 2016",2016-05-27,fluciclovine F 18,fluciclovine
OSIMERTINIB MESYLATE,ORIG,1,AP,2015-11-13T00:00:00Z,NA,PRIORITY,tagrisso,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tagrisso (osimertinib) is a tyrosine kinase inhibitor (TKI) of epidermal growth factor receptor (EGFR) indicated for the treatment of patients with metastatic EGFR T790M mutation-positive non-small cell lung cancer.

","November 13, 2015",AstraZeneca Pharmaceuticals,Non-Small Cell Lung Cancer,"November 13, 2015",2015-11-13,osimertinib,osimertinib
LIFITEGRAST,ORIG,1,AP,2016-07-11T00:00:00Z,NA,PRIORITY,xiidra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Xiidra (lifitegrast) is a lymphocyte function-associated antigen-1 (LFA-1) antagonist indicated for the treatment of the signs and symptoms of dry eye disease.,"July 11, 2016",Shire US Inc.,Dry Eye Disease,"July 11, 2016",2016-07-11,lifitegrast,lifitegrast
AMIFAMPRIDINE PHOSPHATE,ORIG,1,AP,2018-11-28T00:00:00Z,NA,PRIORITY,firdapse,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"Firdapse (amifampridine phosphate) is a nonspecific, voltage-dependent, potassium (K+) channel blocker for the treatment of Lambert Eaton myasthenic syndrome (LEMS) in adults.","November 28, 2018","Catalyst Pharmaceuticals, Inc.",Lambert Eaton Myasthenic Syndrome,"November 28, 2018",2018-11-28,amifampridine phosphate,amifampridine
DEUTETRABENAZINE,ORIG,1,AP,2017-04-03T00:00:00Z,NA,STANDARD,austedo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Austedo (deutetrabenazine) is a vesicular monoamine transporter 2 (VMAT2) inhibitor
indicated for the treatment of chorea associated with Huntington’s disease and the treatment of tardive dyskinesia.","April 3, 2017",Teva Pharmaceutical Industries Ltd.,"Huntington Disease, Tardive Dyskinesia","April 3, 2017",2017-04-03,deutetrabenazine,deutetrabenazine
DEFIBROTIDE SODIUM,ORIG,1,AP,2016-03-30T00:00:00Z,NA,PRIORITY,defitelio,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Defitelio (defibrotide sodium) is a deoxyribonucleic acid derivative anticoagulant for the treatment of patients with hepatic veno-occlusive disease (VOD) with renal or pulmonary dysfunction following hematopoietic stem-cell transplantation (HSCT).,"March 30, 2016",Jazz Pharmaceuticals plc,Hepatic Veno-Occlusive Disease,"March 30, 2016",2016-03-30,defibrotide sodium,defibrotide
URIDINE TRIACETATE,ORIG,1,AP,2015-09-04T00:00:00Z,NA,PRIORITY,xuriden,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Xuriden (uridine triacetate) is an orally administered pyrimidine analog uridine replacement product for the treatment of patients with hereditary orotic aciduria.,"September 4, 2015",Wellstat Therapeutics Corporation,Hereditary Orotic Aciduria,"September 4, 2015",2015-09-04,uridine triacetate,uridine
NETARSUDIL DIMESYLATE,ORIG,1,AP,2017-12-18T00:00:00Z,NA,STANDARD,rhopressa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Rhopressa (netarsudil ophthalmic solution) is a Rho kinase inhibitor for the treatment of open-angle glaucoma or ocular hypertension.

","December 18, 2017","Aerie Pharmaceuticals, Inc.",Glaucoma,"December 18, 2017",2017-12-18,netarsudil ophthalmic solution,netarsudil
LATANOPROST; NETARSUDIL DIMESYLATE,ORIG,1,AP,2019-03-12T00:00:00Z,NA,STANDARD,rocklatan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Rocklatan (netarsudil and latanoprost ophthalmic solution) is a fixed dose combination of the Rho kinase inhibitor netarsudil (Rhopressa) and the prostaglandin F2α analogue latanoprost (Xalatan), indicated to reduce elevated intraocular pressure (IOP) in patients with open-angle glaucoma or ocular hypertension.","March 12, 2019","Aerie Pharmaceuticals, Inc.","Glaucoma (Open Angle), Intraocular Hypertension","March 12, 2019",2019-03-12,netarsudil and latanoprost ophthalmic solution,netarsudil
ELBASVIR; GRAZOPREVIR,ORIG,1,AP,2016-01-28T00:00:00Z,NA,PRIORITY,zepatier,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,"Zepatier (elbasvir and grazoprevir) is a once-daily, single tablet, NS5A replication complex inhibitor and NS3/4A protease inhibitor combination for the treatment of chronic hepatitis C virus (HCV) genotypes 1 and 4 infections.","January 28, 2016","Merck & Co., Inc.",Chronic Hepatitis C,"January 28, 2016",2016-01-28,elbasvir and grazoprevir,elbasvir
ETELCALCETIDE,ORIG,1,AP,2017-02-07T00:00:00Z,NA,STANDARD,parsabiv,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Parsabiv (etelcalcetide) is a calcium-sensing receptor agonist indicated for the treatment of secondary hyperparathyroidism (HPT) in adult patients with chronic kidney disease (CKD) on hemodialysis.,"February 7, 2017",Amgen Inc.,Secondary Hyperparathyroidism,"February 7, 2017",2017-02-07,etelcalcetide,etelcalcetide
SOFOSBUVIR; VELPATASVIR,ORIG,1,AP,2016-06-28T00:00:00Z,NA,PRIORITY,epclusa,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Epclusa (sofosbuvir and velpatasvir) is a nucleotide analog polymerase inhibitor and pan-genotypic NS5A inhibitor fixed-dose combination for the treatment of chronic genotype 1-6 hepatitis C virus (HCV) infection.,"June 28, 2016","Gilead Sciences, Inc.",Chronic Hepatitis C,"June 28, 2016",2016-06-28,sofosbuvir and velpatasvir,sofosbuvir
BETRIXABAN,ORIG,1,AP,2017-06-23T00:00:00Z,NA,PRIORITY,bevyxxa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bevyxxa (betrixaban) is an oral, once-daily Factor Xa inhibitor anticoagulant for the extended-duration prophylaxis of venous thromboembolism (VTE) in at-risk adult patients hospitalized for an acute medical illness.

","June 23, 2017",Portola Pharmaceuticals Inc.,Prevention of Venous Thromboembolism,"June 23, 2017",2017-06-23,betrixaban,betrixaban
ALECTINIB HYDROCHLORIDE,ORIG,1,AP,2015-12-11T00:00:00Z,NA,PRIORITY,alecensa,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Alecensa (alectinib) is an oral, anaplastic lymphoma kinase (ALK) inhibitor for the treatment of ALK-positive non-small cell lung cancer (NSCLC).","December 11, 2015","Genentech, Inc.",Non-Small Cell Lung Cancer,"December 11, 2015",2015-12-11,alectinib,alectinib
NIRAPARIB TOSYLATE,ORIG,1,AP,2017-03-27T00:00:00Z,NA,PRIORITY,zejula,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Zejula (niraparib) is an oral, poly ADP-ribose polymerase (PARP) inhibitor for the treatment of patients with ovarian, fallopian tube, or primary peritoneal cancer.","March 27, 2017","Tesaro, Inc.","Ovarian Cancer, Fallopian Tube Cancer, Peritoneal Cancer","March 27, 2017",2017-03-27,niraparib,niraparib
IXAZOMIB CITRATE,ORIG,1,AP,2015-11-20T00:00:00Z,NA,PRIORITY,ninlaro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ninlaro (ixazomib) is an oral proteasome inhibitor indicated for use in combination with lenalidomide and dexamethasone for the treatment of patients with multiple myeloma who have received at least one prior therapy.,"November 20, 2015Company: Takeda Pharmaceutical ",Takeda Pharmaceutical Company Limited,Multiple Myeloma,"November 20, 2015",2015-11-20,ixazomib,ixazomib
LIXISENATIDE,ORIG,1,AP,2016-07-27T00:00:00Z,NA,STANDARD,adlyxin,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Adlyxin (lixisenatide) is a once-daily prandial GLP-1
receptor agonist for the treatment of adults with type 2 diabetes
mellitus.","July 27, 2016",Sanofi,Diabetes Type 2,"July 27, 2016",2016-07-27,lixisenatide,lixisenatide
GALLIUM DOTATATE GA-68,ORIG,1,AP,2016-06-01T00:00:00Z,NA,PRIORITY,netspot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Netspot (gallium Ga 68 dotatate) is a radioactive diagnostic
agent indicated for use with positron emission tomography (PET) for
localization of somatostatin receptor positive neuroendocrine tumors","June 1, 2016","Advanced Accelerator Applications USA, Inc.",Diagnostic,"June 1, 2016",2016-06-01,gallium Ga 68 dotatate,gallium
VENETOCLAX,ORIG,1,AP,2016-04-11T00:00:00Z,NA,PRIORITY,venclexta,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Venclexta (venetoclax) is an oral B-cell lymphoma-2 (BCL-2) inhibitor indicated:,"April 11, 2016",AbbVie Inc.,"Chronic Lymphocytic Leukemia, Acute Myeloid Leukemia","April 11, 2016",2016-04-11,venetoclax,venetoclax
DELAFLOXACIN MEGLUMINE,ORIG,1,AP,2017-06-19T00:00:00Z,"Please see <a href=""https://www.fda.gov/STIC/"">www.fda.gov/STIC</a> for labeling requirements on susceptibility test interpretive criteria for systemic antibacterial and antifungal drugs.",PRIORITY,baxdela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Baxdela (delafloxacin) is a fluoroquinolone antibacterial indicated for the treatment of acute bacterial skin and skin structure infections (ABSSSI) and community-acquired bacterial pneumonia (CABP) caused by designated susceptible bacteria.,"June 19, 2017",Melinta Therapeutics,"Skin and Structure Infection, Pneumonia","June 19, 2017",2017-06-19,delafloxacin,delafloxacin
MIGALASTAT HYDROCHLORIDE,ORIG,1,AP,2018-08-10T00:00:00Z,NA,PRIORITY,galafold,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Galafold (migalastat) is an alpha-galactosidase A (alpha-Gal A) pharmacological
chaperone indicated for the treatment of adults with a confirmed diagnosis of
Fabry disease and an amenable galactosidase alpha gene variant.","August 10, 2018",Amicus Therapeutics,Fabry Disease,"August 10, 2018",2018-08-10,migalastat,migalastat
TECOVIRIMAT,ORIG,1,AP,2018-07-13T00:00:00Z,NA,PRIORITY,tpoxx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TPOXX (tecovirimat) is an orthopoxvirus-specific antiviral indicated for the treatment of human smallpox disease.,"July 13, 2018","SIGA Technologies, Inc.",Smallpox,"July 13, 2018",2018-07-13,tecovirimat,tecovirimat
DEFLAZACORT,ORIG,1,AP,2017-02-09T00:00:00Z,NA,PRIORITY,emflaza,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Emflaza (deflazacort) is a glucocorticoid indicated for the treatment of Duchenne
muscular dystrophy (DMD) in patients 2 years of age and older.","February 9, 2017","PTC Therapeutics, Inc.",Duchenne Muscular Dystrophy,"February 9, 2017",2017-02-09,deflazacort,deflazacort
LUTETIUM DOTATATE LU-177,ORIG,1,AP,2018-01-26T00:00:00Z,NA,PRIORITY,lutathera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lutathera (lutetium Lu 177 dotatate) is a Lu-177-labeled somatostatin analogue indicated for the treatment of somatostatin receptor-positive gastroenteropancreatic neuroendocrine tumors. ,"January 26, 2018",Advanced Accelerator Applications S.A.,Gastroenteropancreatic Neuroendocrine Tumors,"January 26, 2018",2018-01-26,lutetium Lu 177 dotatate,lutetium
TRICLABENDAZOLE,ORIG,1,AP,2019-02-13T00:00:00Z,NA,PRIORITY,egaten,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Egaten (triclabendazole) is a benzimidazole anthelmintic indicated for the treatment of fascioliasis,  a neglected tropical disease (NTD) caused by liver flukes Fasciola hepatica and Fasciola gigantica.","February 13, 2019",Novartis,Fascioliasis,"February 13, 2019",2019-02-13,triclabendazole,triclabendazole
ABEMACICLIB,ORIG,1,AP,2017-09-28T00:00:00Z,NA,PRIORITY,verzenio,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Verzenio (abemaciclib) is a selective ATP-competitive inhibitor of cyclin dependent kinases (CDK) 4 and 6 indicated for the treatment of patients with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative metastatic breast cancer.
","September 28, 2017Company: Eli Lilly and ",Eli Lilly and Company,Breast Cancer,"September 28, 2017",2017-09-28,abemaciclib,abemaciclib
ABALOPARATIDE,ORIG,1,AP,2017-04-28T00:00:00Z,NA,STANDARD,tymlos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tymlos (abaloparatide) is a synthetic peptide analog of hPTHrP (human parathyroid hormone-related protein) for the treatment of postmenopausal women with osteoporosis. ,"April 28, 2017","Radius Health, Inc.",Osteoporosis,"April 28, 2017",2017-04-28,abaloparatide,abaloparatide
PLECANATIDE,ORIG,1,AP,2017-01-19T00:00:00Z,NA,STANDARD,trulance,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Trulance (plecanatide) is a guanylate cyclase-C agonist for the treatment of chronic idiopathic constipation, and irritable bowel syndrome with constipation (IBS-C).","January 19, 2017",Synergy Pharmaceuticals Inc. ,"Constipation -- Chronic, Irritable Bowel Syndrome","January 19, 2017",2017-01-19,plecanatide,plecanatide
BRIGATINIB,ORIG,1,AP,2017-04-28T00:00:00Z,NA,PRIORITY,alunbrig,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Alunbrig (brigatinib) is an anaplastic lymphoma kinase (ALK) inhibitor for the treatment of patients with anaplastic lymphoma kinase positive (ALK+) non-small cell cancer (NSCLC) whose disease is resistant to crizotinib.
","April 28, 2017Company: Takeda Pharmaceutical ",Takeda Pharmaceutical Company Limited,Non-Small Cell Lung Cancer,"April 28, 2017",2017-04-28,brigatinib,brigatinib
TELOTRISTAT ETIPRATE,ORIG,1,AP,2017-02-28T00:00:00Z,NA,PRIORITY,xermelo,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Xermelo (telotristat ethyl) is an oral tryptophan hydroxylase inhibitor indicated for use in combination with somatostatin analog (SSA) therapy for the treatment of carcinoid syndrome diarrhea in patients with metastatic neuroendocrine tumors.,"February 28, 2017","Lexicon Pharmaceuticals, Inc.",Carcinoid Syndrome Diarrhea,"February 28, 2017",2017-02-28,telotristat ethyl,telotristat
NALDEMEDINE TOSYLATE,ORIG,1,AP,2017-03-23T00:00:00Z,NA,STANDARD,symproic,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Symproic (naldemedine) is a peripherally-acting mu-opioid receptor antagonist for the treatment of opioid-induced constipation.,"March 23, 2017",Shionogi Inc.,Opioid-Induced Constipation,"March 23, 2017",2017-03-23,naldemedine,naldemedine
OZENOXACIN,ORIG,1,AP,2017-12-11T00:00:00Z,NA,STANDARD,xepi,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Xepi (ozenoxacin) is a topical non-fluorinated quinolone for the treatment of impetigo due to Staphylococcus aureus or Streptococcus pyogenes.,"December 11, 2017","Medimetriks Pharmaceuticals, Inc.",Impetigo,"December 11, 2017",2017-12-11,ozenoxacin,ozenoxacin
RIBOCICLIB SUCCINATE,ORIG,1,AP,2017-03-13T00:00:00Z,NA,PRIORITY,kisqali,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kisqali (ribociclib) is an inhibitor of cyclin-dependent kinase (CDK) 4 and 6 indicated for the combination treatment of pre/perimenopausal or postmenopausal women with HR+/HER2- metastatic breast cancer.
","March 13, 2017",Novartis Pharmaceuticals Corporation,Breast Cancer,"March 13, 2017",2017-03-13,ribociclib,ribociclib
RUCAPARIB CAMSYLATE,ORIG,1,AP,2016-12-19T00:00:00Z,NA,PRIORITY,rubraca,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Rubraca (rucaparib) is a poly (ADP-ribose) polymerase (PARP) inhibitor indicated for the treatment of patients with deleterious BRCA mutation
(germline and/or somatic)-associated epithelial ovarian, fallopian tube,
or primary peritoneal cancer who have been treated with two or more
chemotherapies; and for the maintenance treatment of adult patients with recurrent epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in a complete or partial response to platinum-based chemotherapy. ","December 19, 2016","Clovis Oncology, Inc.",Ovarian Cancer,"December 19, 2016",2016-12-19,rucaparib,rucaparib
EDARAVONE,ORIG,1,AP,2017-05-05T00:00:00Z,NA,STANDARD,radicava,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Radicava (edaravone) is a free radical scavenger that relieves the effects of oxidative stress, a likely factor in the onset and progression of amyotrophic lateral sclerosis.","May 5, 2017",Mitsubishi Tanabe Pharma,Amyotrophic Lateral Sclerosis,"May 5, 2017",2017-05-05,edaravone,edaravone
SOFOSBUVIR; VELPATASVIR; VOXILAPREVIR,ORIG,1,AP,2017-07-18T00:00:00Z,NA,PRIORITY,vosevi,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,"Vosevi (sofosbuvir, velpatasvir and voxilaprevir or SOF/VEL/VOX) is a fixed-dose combination of a nucleotide analog NS5B polymerase inhibitor (SOF), a pangenotypic NS5A inhibitor (VEL), and a pangenotypic NS3/4A protease inhibitor (VOX) for the treatment of genotype 1-6 chronic hepatitis C virus (HCV) infection.","July 18, 2017","Gilead Sciences, Inc.",Chronic Hepatitis C,"July 18, 2017",2017-07-18,"sofosbuvir, velpatasvir and voxilaprevir or SOF/VEL/VOX",sofosbuvir
LOFEXIDINE HYDROCHLORIDE,ORIG,1,AP,2018-05-16T00:00:00Z,NA,PRIORITY,lucemyra,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,Lucemyra (lofexidine hydrochloride) is a selective alpha 2-adrenergic receptor agonist indicated for reducing the severity of withdrawal symptoms in patients experiencing opioid withdrawal.,"May 16, 2018",US WorldMeds,Opiate Withdrawal,"May 16, 2018",2018-05-16,lofexidine hydrochloride,lofexidine
VALBENAZINE TOSYLATE,ORIG,1,AP,2017-04-11T00:00:00Z,NA,PRIORITY,ingrezza,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Ingrezza (valbenazine) is a novel, highly-selective VMAT2 inhibitor for the treatment of tardive dyskinesia.

","April 11, 2017","Neurocrine Biosciences, Inc.",Tardive Dyskinesia,"April 11, 2017",2017-04-11,valbenazine,valbenazine
FOSTAMATINIB DISODIUM,ORIG,1,AP,2018-04-17T00:00:00Z,NA,STANDARD,tavalisse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tavalisse (fostamatinib) is an oral spleen tyrosine kinase (SYK) inhibitor for the treatment of patients with chronic immune thrombocytopenia (ITP).
","April 17, 2018","Rigel Pharmaceuticals, Inc.",Idiopathic (Immune) Thrombocytopenic Purpura,"April 17, 2018",2018-04-17,fostamatinib,fostamatinib
ANGIOTENSIN II ACETATE,ORIG,1,AP,2017-12-21T00:00:00Z,NA,PRIORITY,giapreza,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Giapreza (angiotensin II) is a synthetic human angiotensin II vasoconstrictor indicated for the treatment of hypotension in adults with septic or other distributive shock.,"December 21, 2017Company: La Jolla Pharmaceutical ",La Jolla Pharmaceutical Company,"Hypotension, Shock","December 21, 2017",2017-12-21,angiotensin II,angiotensin
SECNIDAZOLE,ORIG,1,AP,2017-09-15T00:00:00Z,NA,PRIORITY,solosec,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Solosec (secnidazole) is a nitroimidazole antimicrobial for use as a single-dose oral therapy in the treatment of bacterial vaginosis (BV).,"September 15, 2017","Symbiomix Therapeutics, LLC",Bacterial Vaginosis,"September 15, 2017",2017-09-15,secnidazole,secnidazole
GLECAPREVIR; PIBRENTASVIR,ORIG,1,AP,2017-08-03T00:00:00Z,NA,PRIORITY,mavyret,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mavyret (glecaprevir/pibrentasvir) is a fixed-dose combination of glecaprevir, an NS3/4A protease inhibitor, and pibrentasvir, an NS5A inhibitor, indicated for the treatment of all major genotypes (GT1-6) of chronic hepatitis C.","August 3, 2017",AbbVie Inc.,Chronic Hepatitis C,"August 3, 2017",2017-08-03,glecaprevir/pibrentasvir,glecaprevir
CEFIDEROCOL SULFATE TOSYLATE,ORIG,1,AP,2019-11-14T00:00:00Z,NA,PRIORITY,fetroja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fetroja (cefiderocol) is a siderophore cephalosporin indicated for the treatment of complicated urinary tract infections (cUTI) in patients with limited or no alternative treatment options.,"November 14, 2019","Shionogi & Co., Ltd.",Complicated Urinary Tract Infections,"November 14, 2019",2019-11-14,cefiderocol,cefiderocol
LUMATEPERONE,ORIG,1,AP,2019-12-20T00:00:00Z,NA,STANDARD,caplyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Caplyta (lumateperone) is first-in-class antipsychotic for the treatment of schizophrenia.,"December 23, 2019","Intra-Cellular Therapies, Inc.",Schizophrenia,"December 23, 2019",2019-12-23,lumateperone,lumateperone
SARECYCLINE HYDROCHLORIDE,ORIG,1,AP,2018-10-01T00:00:00Z,NA,STANDARD,seysara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seysara (sarecycline) is an oral, narrow spectrum tetracycline-derived antibiotic for the treatment of inflammatory lesions of non-nodular moderate to severe acne vulgaris.","October 1, 2018","Almirall, S.A.",Acne,"October 1, 2018",2018-10-01,sarecycline,sarecycline
NUSINERSEN SODIUM,ORIG,1,AP,2016-12-23T00:00:00Z,NA,PRIORITY,spinraza,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Spinraza (nusinersen) is a survival motor neuron-2 (SMN2)-directed antisense
oligonucleotide indicated for the treatment of spinal muscular atrophy (SMA) in  pediatric and adult patients.
","December 23, 2016",Biogen,Spinal Muscular Atrophy,"December 23, 2016",2016-12-23,nusinersen,nusinersen
